"maTin","loai","tinhThanhPho","diaChi","giaCa","dienTich","ngayDangTin","ngayHetHan","moTa","matTienM","duongVaoM","soTang","soPhongNgu","soPhongTam","noiThat","tienIchKemTheo","dacDiemXaHoi","phapLy","duongpho","duAn","huongNha","huongBanCong"
"505681","Đất nền khu dân cư","Long Biên, Long Biên, Hà Nội","Long Biên, Long Biên, Hà Nội","3,2 Tỷ","65 m²","22/08/2020","06/10/2020","Bán 65m2 đất thổ cư tại ngách 44 Phố Tư Đình, Long Biên.

+ Mặt tiền và hậu rộng 8,23m, đất siêu vuông, đường rộng 2m, hướng Tây Bắc.

+ Giá bán: 3.2 tỷ ( có thương lượng với người mua ).

+ Cách đường ô tô 50m, đường ngõ thẳng thuận tiện xây dựng và đi lại, đầy đủ tiện ích, cách chợ 50m, trường học các cấp khoảng 500m, gần siêu thị lớn nhất Long Biên, gần Cầu Vĩnh Tuy và cầu Trần Hưng Đạo sắp triển khai. Thích hợp mua an cư lâu dài…

+ Pháp lý: sổ đỏ chính chủ, không quy hoạch, giao dịch ngay.

Liên hệ xem đất: 0971413456 – 0925333999
Nhà Đất Gia Lâm – Cam Kết Bán Đúng Giá – Không Thu Phí Người Mua!
bán đất phường long biên","8.23","2",,,,,,,"Sổ đỏ",,,"Tây-Bắc",
"505676","Nhà riêng","Thanh Liệt, Thanh Trì, Hà Nội","Kim Giang, Thanh Liệt, Thanh Trì, Hà Nội","2,7 Tỷ","45 m²","22/08/2020","06/10/2020","""Cần bán gấp căn nhà SIÊU ĐẸP trong phân khúc trên 2 tỷ, phố Kim Giang, an sinh cực đỉnh, chợ trường trạm quanh nhà, thoáng, đẹp, ở ngay, vài bước ra ô tô, ra phố với các thông số sau:
+ Diện tích: 45 mét x 4 tầng.
+ Mặt tiền: 5 mét.
- Nhà mới, thoáng đẹp, đầy đủ công năng sử dụng, 4 phòng ngủ thoáng đẹp, thoải mái cho một gia đình vài thế hệ sinh sống an lành, hạnh phúc, khách mua chỉ việc xách vali về ở
- Ngõ to, thông, rộng, chỉ vài bước là ra ô tô, ra đường đôi Thanh Liệt, Đường Kim Giang, đường mới Nguyễn Xiển-Xa La.... giao thông vô cùng thuận tiện, không lo tắc đường.
- An sinh cực đỉnh, quanh nhà là chợ, trường mầm non, trường cấp 1 Phạm Tu, Thanh Liệt, Cấp 2 Thanh Liệt (mới xây dựng cực to đẹp), trạm y tế, bệnh viện, cơ quan chính quyền mới hoàn thiện cực đẹp. Cạnh khu đô thị mới đang hình thành tương lai hưởng trọn tiện ích, Công viên Chu Văn An rộng 100ha ngay cạnh nhà thuận tiện thể dục thể thao, vui chơi cho trẻ em, người lớn.
+ Sổ đỏ vuông đẹp, giao dịch ngay.
+ Giá chỉ 2.7 tỷ ( có thương lượng )
Liên hệ: Mr Uy 0964382969
MIỄN PHÍ 100% DỊCH VỤ.
Hỗ trợ 24/7, tư vấn phong thủy, pháp lý, đàm phán giá, ngân hàng..""
","5","3","4","4",,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Hồ bơi,Truyền hình cáp","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ","Sổ đỏ","Kim Giang",,,
"505675","Nhà mặt phố","Liễu Giai, Ba Đình, Hà Nội","Liễu Giai, Ba Đình, Hà Nội","130 Tỷ","200 m²","22/08/2020","21/10/2020","Bán gấp tòa nhà mặt phố Liễu Giai.
Vị trí lô góc mặt ngõ bên hông nhà ô tô tránh.
Diện tích 175m đất thực tế 200m.
Xây 7 tầng hiện đai, mặt tiền 7,5m vuông vắn.
Thiết kế thông sàn, thang máy, thang bộ cuối nhà.
Nhà mới xây dựng 2 năm có đầy đủ hồ sơ liên quan.
Tuyến phố đẳng cấp rất ít nhà bán.
Sổ đỏ vuông vắn, chính chủ.
Giá bán 130 tỷ có thương lượng.
Liên hệ: Phan Lịch 0985861908 - 0917732741
",,,,,,,,,,,,,
"505674","Nhà riêng","Đống Đa, Hà Nội","Đống Đa, Hà Nội","5,5 Tỷ","45 m²","22/08/2020","06/10/2020","Bán nhà phố Tam Khương, Đống Đa, HN, diện tích 45m, mặt tiền 4m, nhà 4 tầng, là ngõ 10 Tôn Thất Tùng, gần BV ĐH Y Hà Nội, thông Khương Thượng.
+ Vị trí rất đẹp, 3 bước ra mặt phố Tam Khương, ngõ trước nhà rộng thoáng.
+ Nhà thiết kế 4 tầng: Công năng rất đầy đủ.
- Tầng 1: Khách + bếp + vs
- Tầng 2: 1 phòng ngủ rộng + vs + phòng thay đồ.
- Tầng 3: 2 phòng ngủ + vs
- Tầng 4: 1 phòng ngủ + phòng thờ + sân phơi
+ Chủ đã chuyển to hơn, hiện để không. Khách mua về có thể ở ngay hoặc 1 thùng sơn là long lanh. Chủ chi tiền sơn.
+ Sổ đẹp, nở hậu. Chủ là Luật sư.
Giá chào 5,5 tỷ có thương lượng
Liên hệ: Mr Sơn 0902130310 – 0969378178.
","4",,"4","4",,,,,,,,,
"505672","Đất nền","Mai Đình, Sóc Sơn, Hà Nội","thái phù, mai đình, sóc sơn","690 Triệu","48 m²","22/08/2020","06/10/2020","Thông tin mô tả
Đất nền giá rẻ Sóc Sơn, Hà Nội.Đất Sóc Sơn, vị trí đẹp, trước mặt là sân bóng rộng 500m nằm giữa khoảng không thoáng mát, đường oto rộng 7m đỗ tại đất.Diện tích 48m2 có 4m mặt tiền.Đất cách sân bay chỉ có 2km, đảm bảo vị trí đẹp không dính quy hoạch.Cách chợ Bờ Tường 300m.Cách trường học chỉ 400m.Kết nối ra Quốc Lộ 2, Võ Nguyên Giáp chỉ mất 2p.Đất có thể kinh doanh nhỏ lẻ được.Đặc biệt giá cực hấp dẫn chỉ 6xxtr, rất đẹp trong tầm giá và đầu tư lâu dài cực tốt.Website:http://nhadatthocudonganh.com/Hotline:0981682290",,,"1","1","1",,,,,"Quốc Lộ 2",,,
"505668","Nhà mặt phố","Trâu Quỳ, Gia Lâm, Hà Nội","Trâu Quỳ, Gia Lâm, Hà Nội","4,099 Tỷ","55 m²","22/08/2020","06/10/2020","- Chính chủ cần bán thửa đất 55m2 mặt đường Cửu Việt 2 – Thị trấn Trâu Quỳ - Gia Lâm.
- Khu vực trung tâm thị trấn Trâu Quỳ dân cư đông đúc , sinh viên học viện Nông Nghiệp qua lại ngày đêm kinh doanh vô cùng dễ dàng.
- Thửa đất vuông vắn nằm cạnh lô góc hướng di chuyển đi Cửu Việt 1, vành đai Trâu Quỳ và phố Thành Trung cực dễ dàng.
- Giá bán đất nhưng lại có sẵn nhà chắc chắn hiện đang cho thuê thu nhập ổn định 8tr/tháng. Mặt cắt đường 10m trải nhựa có vỉa hè 2 bên để xem rất thuận tiện.
- Sổ đỏ chính chủ, gia lộc mỏng cho người thiện chí.
Liên hệ xem nhà đất và nhận thêm thông tin : E.Nhật 0982852808, 0948584888.
",,,,,,,,,"Sổ đỏ",,,,
"505663","Nhà mặt phố","Hai Bà Trưng, Hà Nội","Bạch Mai, Hai Bà Trưng, Hà Nội","4,8 Tỷ","50 m²","22/08/2020","06/10/2020","Bán nhà mặt ngõ Quỳnh ,kinh doanh tốt- khu trung tâm,cách đường bạch mai rất gần
Diên tích 50m ,nhà xây 3 tầng cũ có thể ở và kinh doanh được ,mặt tiền 6.2m
ngõ thông tứ bề,ô tô đỗ cửa
Trung tâm Hai Bà Trưng, ngõ thông các ngả, ô tô con đỗ cửa dừng đỗ ngày đêm, tiện ích xung
Sổ đỏ đỏ chính chủ
Giá 4.8 tỷ có thương lượng
Liên hệ . Tùng 0981 669 144 - 0817 386 999 ( miễn trung gian )
Cảm ơn mọi người đã quan tâm!



Bán nhà Quận Hai Bà TrưngBán nhà riêng Ngõ Quỳnh",,,,,,,,,,"Bạch Mai",,,
"505662","Nhà riêng","Phúc La, Hà Đông, Hà Nội","Phùng Hưng Hà Đông Hà Nội","40 Tỷ","240 m²","22/08/2020","06/10/2020","Diện tích 240m2 x 11 tầng mặt tiền 12m, 112 phòng
Gara rộng 10 ô tô đỗ, 2 thang máy, Lợi nhuận 4 tỷ/năm
Vị trí trung tâm Hà Đông gần 4 khu đô thị lớn Mậu Lương, Xa La, Đại Thanh, Cầu Bươu, xung quanh đầy đủ tiện nghi như phố, bệnh viện, trường học, chợ.
Kinh doanh lợi nhuận khủng đã có hợp đồng thuê cả căn 332tr/tháng, lợi nhuận thu về gần 4 tỷ/năm
Còn tự kinh doanh khách sạn lợi nhuận ước tính đạt trên 900tr/ tháng
Thiết kế: 11 tầng gồm 112 phòng khép kín, 2 thang máy
Có gara rộng 10 ô tô đỗ, ngõ trước nhà rộng 12m, ô tô 45 chỗ dừng đỗ thoải mái.",,,"1","1","1",,,,,"Phùng Hưng",,,
"505661","Nhà riêng","Phúc La, Hà Đông, Hà Nội","Phùng Hưng Hà Đông Hà Nội","40 Tỷ","240 m²","22/08/2020","06/10/2020","Diện tích 240m2 x 11 tầng mặt tiền 12m, 112 phòng
Gara rộng 10 ô tô đỗ, 2 thang máy, Lợi nhuận 4 tỷ/năm
Vị trí trung tâm Hà Đông gần 4 khu đô thị lớn Mậu Lương, Xa La, Đại Thanh, Cầu Bươu, xung quanh đầy đủ tiện nghi như phố, bệnh viện, trường học, chợ.
Kinh doanh lợi nhuận khủng đã có hợp đồng thuê cả căn 332tr/tháng, lợi nhuận thu về gần 4 tỷ/năm
Còn tự kinh doanh khách sạn lợi nhuận ước tính đạt trên 900tr/ tháng
Thiết kế: 11 tầng gồm 112 phòng khép kín, 2 thang máy
Có gara rộng 10 ô tô đỗ, ngõ trước nhà rộng 12m, ô tô 45 chỗ dừng đỗ thoải mái.",,,"1","1","1",,,,,"Phùng Hưng",,,
"505653","Nhà riêng","Thanh Xuân, Hà Nội","cự lộc , nguyễn trãi , Thanh Xuân","3,8 Tỷ","36 m²","22/08/2020","06/10/2020","Bán Nhà cự lộc, Nguễn Trãi, Thanh Xuân dt 36x5 tầng giá 3.8 tỷ
- Nhà hướng: TTT.
- Vị trí: Ngõ xe Ba Gác chạy vòng quanh, ô tô tránh cách nhà 30m, nhà nằm sát vách Royal City trung tâm sôi động, dân trí cao , gần trường học, trung tâm y tế, chợ, ... giao thông vô cùng thuận tiện.
Nhà mới đẹp long lanh, nội thất cao cấp, dân cư đông đúc ,anh ning tốt, môi trường sống an tâm hạnh phúc
- Thiết kế nhà: Tầng 1 phòng khách, bếp, vệ sinh .
+ Tầng 2;3,4: Mỗi tầng một phòng ngủ rộng + vệ sinh.
+ Tầng 5: Phòng thờ + sân phơi.
Sổ đỏ chính chủ, chờ sang tên
Giá 3.8 tỷ , có gia lộc
LH Mr : Hà GĐT 0979955155",,,"5","4","4",,,,,"Cự Lộc",,,
"505652","Nhà riêng","Thanh Xuân Trung, Thanh Xuân, Hà Nội","Quan Nhân, Nhân Chính, Thanh Xuân.","8,2 Tỷ","109 m²","22/08/2020","06/10/2020","Vị trí: Gần nút giao Nguyễn Trãi, Nguyễn Xiển, Khuất Duy Tiến, Ngõ to, xe 7 chỗ vào tận nhà.
Mô tả: Nhà diện tích rất rộng xây theo phong cách sống hưởng thụ, Sổ 109m xây dựng là 70m còn lại 39m để làm sân để mấy cái ôtô, xung quanh nhà đều có khe thoáng, phù hợp mua chia lô, xây chung cư mini hoặc khách vip sống hưởng thụ khi xung quanh các khu đô thị ở Khuất Duy Tiến mọc lên như nấm
Thiết kế:
+ Tầng 1 Sân để xe, phòng khách, bếp, wc.
+ Tầng 2:1 phòng lớn, 1 phòng ngủ + wc.
+ Tầng 3: 3 phòng ngủ + wc.
+ Tầng 4 Phòng thờ, sân phơi.
Khu vực trung tâm , full tiện ích, đường thông Nguyễn Trãi, Khuất Duy Tiến, xung quanh là rất nhiều các trường ĐH lớn.",,,"4","4","4",,,,,"Nguyễn Trãi",,,
"505651","Căn hộ Tập thể","Ba Đình, Hà Nội","Ba Đình, Hà Nội","1,45 Tỷ","40 m²","22/08/2020","06/10/2020","Bán nhà tập thể tầng 1, diện tích 40m2, ngõ 371 Kim Mã
Nhà tập thể tầng 1 (tập thể này chỉ có 2 tầng), vị trí ngõ 371 Kim Mã.
DTSD: 40m2, diện tích sổ đổ 32,5m2.
Gần đường Kim Mã, dân trí cao, tiện đi lại,
Giá 1,45 tỷ
Tặng toàn bộ nội thất đẹp như hình, về ở luôn.
LH: A. Thắng: 0888358855",,,,,,,,,"Sổ đỏ",,,,
"505649","Nhà riêng","Khương Mai, Thanh Xuân, Hà Nội","Nguyễn Ngọc Nại, Khương Mai, Thanh Xuân, Hà Nội","7,5 Tỷ","55 m²","22/08/2020","06/10/2020","Cần bán nhà mới tinh 55m x 6 Tầng tại Nguyễn Ngọc Nại, Thanh Xuân, Hà Nội, Diện tích sử dụng hơn 300m2, thiết kế hiện đại, tiện nghi, tối đa công năng sử dụng.
Tầng 1 thông sàn+gara+WC
Tầng 2 bếp,phòng ăn rộng.
Tầng 3.4.5 mỗi tầng 2PN rộng+WC.
Tầng 6 Phòng thờ+sân phơi.
Nhà mặt ngõ ô tô vào nhà cầu thang rộng cực kì dễ đi, ngõ ô tô tránh,nhà mới kính koong xây khung cột bê tông chắc chắn, thiết kế hợp lý đầy đủ công năng,nhà ở khu VIP dân trí cao,an Ninh cực kì đảm bảo,nhà 2 mặt thoáng vĩnh viễn, ngõ thông ra vương thừa vũ giao thông thuận tiện, cách đường trường chinh,ngã tư sở lê trọng tấn chỉ đi vài phút là tới,khu vực trung tâm quận thanh xuân khu cán bộ nên dân trí cực cao.khách mua về thích hợp cho thuê kinh doanh văn phòng.làm nhà nghỉ, spa, tóc, nail tuyệt vời.đây là hình thức kinh doanh dòng tiền ổn định sinh lời hàng tháng cực tốt, tiện ích xung quanh khỏi chê,
- Sổ đỏ chính chủ.
- LH: E Bình xem nhà, tìm nhà Hà Nội miễn phí. ( miễn trung gian)
- Giá: 7.5 tỷ. Có thương lượng.
bán nhà quận thanh xuân",,,"6","6",,,,,"Sổ đỏ","Nguyễn Ngọc Nại",,,
"505647","Nhà riêng","Vĩnh Tuy, Hai Bà Trưng, Hà Nội","Kim Ngưu, Vĩnh Tuy, Hai Bà Trưng, Hà Nội","4,3 Tỷ","42 m²","22/08/2020","06/10/2020","Diện tích: 42m2 – 5 tầng – rộng 3.8m
Nhà xây 5 tầng kiên cố thiết kế hiện đại và đẳng cấp, về ở ngay, tổng 4 phòng ngủ, phòng khách, bếp, 5 nhà WC, sân phơi, có sân cổng chung hai nhà.
Nhà vị trí đẹp, 100m ô tô đỗ, gần trung tâm ngõ rộng đi lại cực kì dễ chịu. Kết nối với các tuyến phố Minh Khai, Trần Khát Chân, Thanh Nhàn, Yên Lạc...
Khu vực an sinh tiện ích tốt và yên tĩnh.
Chủ tặng lại cho chủ mới toàn bộ nội thất đẳng cấp được lựa chọn kỹ càng.
Sổ đỏ pháp lý chuẩn mực
Liên Hệ: Văn Dĩnh, sdt: 0356122897
",,,"5","4",,,,,,"Kim Ngưu",,,
"505646","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Vũ Tông Phan, Khương Đình, Thanh Xuân, Hà Nội","2,7 Tỷ","35 m²","22/08/2020","06/10/2020","'- Nhà phố Vũ Tông Phan, vị trí cực đẹp, rất gần ô tô đỗ, giao thông thuận tiện với Định Công, Kim Giang, Trần Hòa. Khu vực phát triển chóng mặt khi dự án đường Vành đai 2.5 đang triển khai. Nhà gần mặt đường Vũ Tông Phan, gần trường học, khu đô thị vui chơi Royal City.
- Nhà hiện tại 6 tầng được xây kiên cố chắc chắn, thiết kế cực đẹp, chủ tự xây nên rất tâm huyết. Nhà vượng khí gia chủ làm ăn tốt nên đã mua nhà mặt phố. Ngõ rộng, cao ráo, sạch sẽ, an ninh tốt.

- Sổ đẹp, đất vuông vắn, pháp lý chuẩn.

- Giá bán: 2.7 tỷ (có thương lượng).

- Liên hệ: Minh Cảnh Thổ Cư - 0906151363 (Virber/Zalo 24/7).","4",,"6","4","5","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Hệ thống an ninh,Nhân viên bảo vệ,Truyền hình cáp,Internet","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Sổ đỏ","Vũ Tông Phan",,,
"505644","Nhà riêng","Tân Mai, Hoàng Mai, Hà Nội","Tân Mai, Tân Mai, Hoàng Mai, Hà Nội","1,8 Tỷ","32 m²","22/08/2020","06/10/2020","+ Nhà ở trung tâm quận, ngõ rộng thông sang các phố, Tân Mai, Trương Định, Kim Đồng, Giải Phóng, Nguyễn Đức Cảnh, Đền Lừ.
+ Vị trí đẹp gần khu đô thị Đền Lừ nhiều tiện ích, sung quanh là trường cấp 1, 2 Tân Mai, trường cấp 3 Trương Định.
+ Nhà xây 3 tầng khung cột chắc chắn, khu dân trí cao, an ninh cực tốt, nay chủ nhà cần bán mua nhà mặt phố để kinh doanh.
+ Diện tích 32m2 x 3 tầng – giá 1.8 tỷ ( có thương lượng )
+ Sổ đỏ vuông đẹp, pháp lý sạch, sẵn sàng bàn giao nhà ở luôn.
+ LH: Mạnh Cường tôi chuyên nhà thổ cư Hà Nội ( dịch vụ miễn phí 24/7 )

Trương ĐịnhKim ĐồngGiải PhóngNguyễn Đức CảnhĐền Lừ.",,,"3","3",,,"Chỗ để xe máy","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Sổ đỏ","Tân Mai",,,
"505640","Nhà riêng","Nhân Chính, Thanh Xuân, Hà Nội","Quan Nhân, Nhân Chính, Thanh Xuân, Hà Nội","2,7 Tỷ","37 m²","22/08/2020","06/10/2020","Nhà nằm trong khu vực trung tâm, tiện đi lại, cách Ngã tư sở, royal city, crystal Palace vài phút đi xe máy , thuận tiện cho việc di chuyển
Gần nhiều tuyến phố sầm uất, như Khương Đình, Khương Hạ, Khương Trung
Ngõ thông ra nhiều hướng
Thiết kế lệch tầng rất hợp lý và đầy đủ các công năng các phòng, tổng 3 ngủ
- tầng 1: phòng khách rộng +,bếp + vs
- tầng 2,3,4: mỗi tầng 1 phòng ngủ rộng
- tầng 5: thờ + sân phơi

Sổ đỏ chính chủ, pháp lý rõ ràng, bao mọi thủ tục sang tên
Giá chào chỉ 2.7 tỷ có thương lượng
Mọi thông tin chi tiết xin liên hệ em Quỳnh: 0964952400
",,,,,,,,,,"Quan Nhân",,,
"505639","Nhà riêng","Khương Trung, Thanh Xuân, Hà Nội","Khương Trung, Khương Trung, Thanh Xuân, Hà Nội","2,5 Tỷ","36 m²","22/08/2020","06/10/2020","Gia đình cần tài chính gấp để đầu tư nên muốn bán lại căn nhà ở khương trung trong tuần này, để lại toàn bộ nội thất cao cấp cho khách thiện chí
Nhà chủ xây để ở nên rất chắc chắn và tâm huyết, và rất chắc chăn, thiết kế hiện đại
Diện tích 36m2 với 4 tầng gồm 3 ngủ và 3 wc, nhà thiết kế phòng nào cũng có cửa sổ riêng nên rất thoáng mát và đón nhiều ánh sáng.
- tầng 1: phòng khách rộng +,bếp + vs
- tầng 2,3: mỗi tầng 1 phòng ngủ rộng
- tầng 4; thờ + sân phơi

Xung quanh đầy đủ tiện ích, không thiếu thứ gì, giao thông thuận tiện kết nối được với nhiều tuyến đương lớn quận Thanh Xuân.
Khu đông dân cư, dân trí cao, an ninh đảm bảo.
Sổ đỏ chính chủ, pháp lý đầy đủ, bao mọi thủ tục sang tên
Giá chào chỉ 2.5 tỷ có thương lượng
Mọi thông tin chi tiết xin liên hệ em Quỳnh: 0964952400
",,,,,,,,,,"Khương Trung",,,
"505638","Nhà mặt phố","Thượng Đình, Thanh Xuân, Hà Nội","Quan Nhân, Nhân Chính, Thanh Xuân.","5,8 Tỷ","42 m²","22/08/2020","06/10/2020","Bán Nhà Mặt Phố Cự Lộc, Thanh Xuân, SIêu Kinh Doanh, Ô Tô Đỗ Cửa, 42m, 5 tầng, chỉ hơn 5 tỷ.
Phố Cự Lộc, sát vách với Royal city, rất nhộn nhịp, đường thông sang Quan Nhân, kinh doanh buôn bán sầm uất. Vị trí trung tâm giao của 3 quận Thanh Xuân, Cầu Giấy, Đống Đa di chuyển cực tiện, nhà gần hồ, gần trường học các cấp, chợ, tttm, bệnh viện....
+ Nhà thuộc vị trí đẹp nhất phố Cự Lộc, giao thông tấp lập, dân cư đông đúc, kinh doanh miễn bàn.
+ Nhà BTCT chủ xây để ở, thiết kế mỗi tầng 2 phòng, cầu thang và wc giữa, nhà có 6 phòng, tầng 1 đang cho thuê kinh doanh.",,,"5","3","4",,,,,"Cự Lộc",,,
